Quarter,Year,Quarter_single,HBName,AdmissionType,SIMD,Episodes,LengthOfEpisode,AverageLengthOfEpisode,Stays,LengthOfStay,AverageLengthOfStay
2018Q1,2018,Q1,NHS Orkney,Emergency Inpatients,3,99,324,3.272727273,100,812,8.12
2018Q2,2018,Q2,NHS Orkney,Emergency Inpatients,3,107,300,2.803738318,106,660,6.226415094
2018Q3,2018,Q3,NHS Orkney,Emergency Inpatients,3,99,323,3.262626263,99,661,6.676767677
2018Q4,2018,Q4,NHS Orkney,Emergency Inpatients,3,91,299,3.285714286,95,586,6.168421053
2019Q1,2019,Q1,NHS Orkney,Emergency Inpatients,3,86,333,3.872093023,79,415,5.253164557
2019Q2,2019,Q2,NHS Orkney,Emergency Inpatients,3,103,326,3.165048544,103,739,7.174757282
2019Q3,2019,Q3,NHS Orkney,Emergency Inpatients,3,88,366,4.159090909,90,814,9.044444444
2019Q4,2019,Q4,NHS Orkney,Emergency Inpatients,3,88,406,4.613636364,87,568,6.528735632
2020Q1,2020,Q1,NHS Orkney,Emergency Inpatients,3,91,405,4.450549451,91,784,8.615384615
2020Q2,2020,Q2,NHS Orkney,Emergency Inpatients,3,50,268,5.36,50,500,10
2020Q3,2020,Q3,NHS Orkney,Emergency Inpatients,3,86,386,4.488372093,85,583,6.858823529
2020Q4,2020,Q4,NHS Orkney,Emergency Inpatients,3,89,404,4.539325843,85,820,9.647058824
2021Q1,2021,Q1,NHS Orkney,Emergency Inpatients,3,82,371,4.524390244,84,719,8.55952381
2021Q2,2021,Q2,NHS Orkney,Emergency Inpatients,3,84,382,4.547619048,85,919,10.81176471
2021Q3,2021,Q3,NHS Orkney,Emergency Inpatients,3,90,330,3.666666667,90,633,7.033333333
2021Q4,2021,Q4,NHS Orkney,Emergency Inpatients,3,87,353,4.057471264,87,606,6.965517241
2022Q1,2022,Q1,NHS Orkney,Emergency Inpatients,3,77,453,5.883116883,77,634,8.233766234
2022Q2,2022,Q2,NHS Orkney,Emergency Inpatients,3,90,396,4.4,93,830,8.924731183
2022Q3,2022,Q3,NHS Orkney,Emergency Inpatients,3,91,736,8.087912088,90,798,8.866666667
2022Q4,2022,Q4,NHS Orkney,Emergency Inpatients,3,71,551,7.76056338,70,657,9.385714286
2017Q4,2017,Q4,NHS Orkney,Emergency Inpatients,4,253,902,3.565217391,249,1884,7.56626506
2018Q1,2018,Q1,NHS Orkney,Emergency Inpatients,4,233,804,3.450643777,230,1519,6.604347826
2018Q2,2018,Q2,NHS Orkney,Emergency Inpatients,4,240,657,2.7375,241,1713,7.107883817
2018Q3,2018,Q3,NHS Orkney,Emergency Inpatients,4,234,765,3.269230769,240,1985,8.270833333
2018Q4,2018,Q4,NHS Orkney,Emergency Inpatients,4,262,907,3.461832061,250,1687,6.748
2019Q1,2019,Q1,NHS Orkney,Emergency Inpatients,4,254,913,3.5944881889999998,258,2064,8
2019Q2,2019,Q2,NHS Orkney,Emergency Inpatients,4,224,791,3.53125,224,2244,10.01785714
2019Q3,2019,Q3,NHS Orkney,Emergency Inpatients,4,217,809,3.728110599,218,1457,6.683486239
2019Q4,2019,Q4,NHS Orkney,Emergency Inpatients,4,255,999,3.917647059,254,1767,6.956692913
2020Q1,2020,Q1,NHS Orkney,Emergency Inpatients,4,236,991,4.199152542,239,1795,7.510460251
2020Q2,2020,Q2,NHS Orkney,Emergency Inpatients,4,207,731,3.531400966,205,1605,7.829268293
2020Q3,2020,Q3,NHS Orkney,Emergency Inpatients,4,250,972,3.888,249,1500,6.024096386
2020Q4,2020,Q4,NHS Orkney,Emergency Inpatients,4,283,1355,4.787985866,280,1774,6.335714286
2021Q1,2021,Q1,NHS Orkney,Emergency Inpatients,4,280,886,3.164285714,278,1661,5.974820144
2021Q2,2021,Q2,NHS Orkney,Emergency Inpatients,4,275,1137,4.134545455,271,1893,6.985239852
2021Q3,2021,Q3,NHS Orkney,Emergency Inpatients,4,280,1017,3.632142857,279,1964,7.039426523
2021Q4,2021,Q4,NHS Orkney,Emergency Inpatients,4,284,1318,4.64084507,278,1945,6.996402878
2022Q1,2022,Q1,NHS Orkney,Emergency Inpatients,4,255,917,3.596078431,255,2351,9.219607843
2022Q2,2022,Q2,NHS Orkney,Emergency Inpatients,4,244,1024,4.196721311,248,2570,10.36290323
2022Q3,2022,Q3,NHS Orkney,Emergency Inpatients,4,217,864,3.98156682,214,1965,9.182242991
2022Q4,2022,Q4,NHS Orkney,Emergency Inpatients,4,262,1089,4.15648855,270,2135,7.907407407
2017Q4,2017,Q4,NHS Orkney,Emergency Inpatients,5,0,14,NA,0,26,NA
2018Q1,2018,Q1,NHS Orkney,Emergency Inpatients,5,0,0,NA,0,236,NA
2018Q2,2018,Q2,NHS Orkney,Emergency Inpatients,5,0,0,NA,0,5,NA
2018Q3,2018,Q3,NHS Orkney,Emergency Inpatients,5,0,0,NA,0,0,NA
2019Q2,2019,Q2,NHS Orkney,Emergency Inpatients,5,5,5,1,5,21,4.2
2019Q3,2019,Q3,NHS Orkney,Emergency Inpatients,5,5,0,0,5,0,0
2020Q1,2020,Q1,NHS Orkney,Emergency Inpatients,5,5,11,2.2,5,11,2.2
2020Q2,2020,Q2,NHS Orkney,Emergency Inpatients,5,0,0,NA,0,0,NA
2020Q3,2020,Q3,NHS Orkney,Emergency Inpatients,5,0,0,NA,0,0,NA
2020Q4,2020,Q4,NHS Orkney,Emergency Inpatients,5,0,5,NA,0,5,NA
2021Q2,2021,Q2,NHS Orkney,Emergency Inpatients,5,5,8,1.6,5,8,1.6
2021Q3,2021,Q3,NHS Orkney,Emergency Inpatients,5,5,11,2.2,5,17,3.4
2021Q4,2021,Q4,NHS Orkney,Emergency Inpatients,5,5,5,1,5,16,3.2
2022Q1,2022,Q1,NHS Orkney,Emergency Inpatients,5,5,10,2,5,15,3
2022Q2,2022,Q2,NHS Orkney,Emergency Inpatients,5,5,5,1,5,22,4.4
2022Q3,2022,Q3,NHS Orkney,Emergency Inpatients,5,0,16,NA,0,16,NA
2022Q4,2022,Q4,NHS Orkney,Emergency Inpatients,5,0,0,NA,0,0,NA
2017Q4,2017,Q4,NHS Orkney,Emergency Inpatients,NA,5,9,1.8,5,9,1.8
2018Q1,2018,Q1,NHS Orkney,Emergency Inpatients,NA,5,5,1,5,5,1
2018Q2,2018,Q2,NHS Orkney,Emergency Inpatients,NA,19,43,2.263157895,20,60,3
2018Q3,2018,Q3,NHS Orkney,Emergency Inpatients,NA,28,43,1.535714286,30,119,3.966666667
2018Q4,2018,Q4,NHS Orkney,Emergency Inpatients,NA,5,5,1,5,5,1
2019Q1,2019,Q1,NHS Orkney,Emergency Inpatients,NA,10,31,3.1,10,40,4
2019Q2,2019,Q2,NHS Orkney,Emergency Inpatients,NA,20,29,1.45,21,68,3.238095238
2019Q3,2019,Q3,NHS Orkney,Emergency Inpatients,NA,15,35,2.333333333,15,35,2.333333333
2019Q4,2019,Q4,NHS Orkney,Emergency Inpatients,NA,13,27,2.076923077,15,47,3.133333333
2020Q1,2020,Q1,NHS Orkney,Emergency Inpatients,NA,0,0,NA,0,0,NA
2020Q3,2020,Q3,NHS Orkney,Emergency Inpatients,NA,10,20,2,10,55,5.5
2021Q1,2021,Q1,NHS Orkney,Emergency Inpatients,NA,0,10,NA,0,10,NA
2021Q2,2021,Q2,NHS Orkney,Emergency Inpatients,NA,13,23,1.769230769,13,33,2.538461538
2021Q3,2021,Q3,NHS Orkney,Emergency Inpatients,NA,20,40,2,18,69,3.833333333
2021Q4,2021,Q4,NHS Orkney,Emergency Inpatients,NA,5,13,2.6,5,27,5.4
2022Q1,2022,Q1,NHS Orkney,Emergency Inpatients,NA,5,16,3.2,5,16,3.2
2022Q2,2022,Q2,NHS Orkney,Emergency Inpatients,NA,15,19,1.266666667,12,30,2.5
2022Q3,2022,Q3,NHS Orkney,Emergency Inpatients,NA,22,60,2.727272727,23,91,3.956521739
2022Q4,2022,Q4,NHS Orkney,Emergency Inpatients,NA,5,10,2,5,19,3.8
2017Q4,2017,Q4,NHS Shetland,Emergency Inpatients,1,0,0,NA,0,85,NA
2018Q1,2018,Q1,NHS Shetland,Emergency Inpatients,1,5,11,2.2,5,11,2.2
2018Q2,2018,Q2,NHS Shetland,Emergency Inpatients,1,0,0,NA,0,0,NA
2018Q3,2018,Q3,NHS Shetland,Emergency Inpatients,1,5,8,1.6,5,9,1.8
2018Q4,2018,Q4,NHS Shetland,Emergency Inpatients,1,0,5,NA,0,5,NA
2019Q1,2019,Q1,NHS Shetland,Emergency Inpatients,1,5,9,1.8,5,18,3.6
2019Q2,2019,Q2,NHS Shetland,Emergency Inpatients,1,5,10,2,5,10,2
2019Q3,2019,Q3,NHS Shetland,Emergency Inpatients,1,5,0,0,5,30,6
2019Q4,2019,Q4,NHS Shetland,Emergency Inpatients,1,5,13,2.6,5,15,3
2020Q2,2020,Q2,NHS Shetland,Emergency Inpatients,1,0,8,NA,0,8,NA
2020Q3,2020,Q3,NHS Shetland,Emergency Inpatients,1,0,0,NA,0,13,NA
2020Q4,2020,Q4,NHS Shetland,Emergency Inpatients,1,0,0,NA,0,0,NA
2021Q1,2021,Q1,NHS Shetland,Emergency Inpatients,1,5,10,2,5,22,4.4
2021Q2,2021,Q2,NHS Shetland,Emergency Inpatients,1,0,0,NA,0,0,NA
2021Q3,2021,Q3,NHS Shetland,Emergency Inpatients,1,5,11,2.2,5,11,2.2
2021Q4,2021,Q4,NHS Shetland,Emergency Inpatients,1,0,5,NA,0,5,NA
2022Q1,2022,Q1,NHS Shetland,Emergency Inpatients,1,5,10,2,5,10,2
2022Q2,2022,Q2,NHS Shetland,Emergency Inpatients,1,5,10,2,5,10,2
2022Q3,2022,Q3,NHS Shetland,Emergency Inpatients,1,5,5,1,5,51,10.2
2022Q4,2022,Q4,NHS Shetland,Emergency Inpatients,1,5,20,4,5,20,4
2017Q4,2017,Q4,NHS Shetland,Emergency Inpatients,2,47,177,3.765957447,46,182,3.956521739
2018Q1,2018,Q1,NHS Shetland,Emergency Inpatients,2,42,165,3.928571429,42,265,6.30952381
2018Q2,2018,Q2,NHS Shetland,Emergency Inpatients,2,44,197,4.477272727,43,350,8.139534884
2018Q3,2018,Q3,NHS Shetland,Emergency Inpatients,2,58,137,2.362068966,58,177,3.051724138
2018Q4,2018,Q4,NHS Shetland,Emergency Inpatients,2,56,171,3.053571429,57,181,3.175438596
2019Q1,2019,Q1,NHS Shetland,Emergency Inpatients,2,48,225,4.6875,45,219,4.866666667
2019Q2,2019,Q2,NHS Shetland,Emergency Inpatients,2,53,166,3.132075472,55,275,5
2019Q3,2019,Q3,NHS Shetland,Emergency Inpatients,2,38,217,5.710526316,35,222,6.342857143
2019Q4,2019,Q4,NHS Shetland,Emergency Inpatients,2,27,148,5.481481481,25,221,8.84
2020Q1,2020,Q1,NHS Shetland,Emergency Inpatients,2,47,220,4.680851064,47,324,6.893617021
2020Q2,2020,Q2,NHS Shetland,Emergency Inpatients,2,36,78,2.166666667,35,154,4.4
2020Q3,2020,Q3,NHS Shetland,Emergency Inpatients,2,45,209,4.644444444,47,315,6.70212766
2020Q4,2020,Q4,NHS Shetland,Emergency Inpatients,2,36,132,3.666666667,35,230,6.571428571
2021Q1,2021,Q1,NHS Shetland,Emergency Inpatients,2,42,112,2.666666667,41,211,5.146341463
2021Q2,2021,Q2,NHS Shetland,Emergency Inpatients,2,34,96,2.823529412,35,144,4.114285714
2021Q3,2021,Q3,NHS Shetland,Emergency Inpatients,2,41,112,2.731707317,43,260,6.046511628
2021Q4,2021,Q4,NHS Shetland,Emergency Inpatients,2,36,193,5.361111111,35,207,5.914285714
2022Q1,2022,Q1,NHS Shetland,Emergency Inpatients,2,40,185,4.625,43,261,6.069767442
2022Q2,2022,Q2,NHS Shetland,Emergency Inpatients,2,42,108,2.571428571,42,180,4.285714286
2022Q3,2022,Q3,NHS Shetland,Emergency Inpatients,2,46,225,4.891304348,45,326,7.244444444
2022Q4,2022,Q4,NHS Shetland,Emergency Inpatients,2,41,127,3.097560976,41,144,3.512195122
2017Q4,2017,Q4,NHS Shetland,Emergency Inpatients,3,215,790,3.674418605,212,957,4.514150943
2018Q1,2018,Q1,NHS Shetland,Emergency Inpatients,3,192,717,3.734375,188,965,5.132978723
2018Q2,2018,Q2,NHS Shetland,Emergency Inpatients,3,174,644,3.701149425,177,1032,5.830508475
2018Q3,2018,Q3,NHS Shetland,Emergency Inpatients,3,178,792,4.449438202,176,991,5.630681818
2018Q4,2018,Q4,NHS Shetland,Emergency Inpatients,3,176,507,2.880681818,175,806,4.605714286
2019Q1,2019,Q1,NHS Shetland,Emergency Inpatients,3,174,689,3.959770115,173,1034,5.976878613
2019Q2,2019,Q2,NHS Shetland,Emergency Inpatients,3,200,977,4.885,195,1219,6.251282051
2019Q3,2019,Q3,NHS Shetland,Emergency Inpatients,3,204,858,4.205882353,203,1112,5.477832512
2019Q4,2019,Q4,NHS Shetland,Emergency Inpatients,3,194,907,4.675257732,189,1251,6.619047619
2020Q1,2020,Q1,NHS Shetland,Emergency Inpatients,3,164,794,4.841463415,166,1221,7.355421687
2020Q2,2020,Q2,NHS Shetland,Emergency Inpatients,3,117,401,3.427350427,111,622,5.603603604
2020Q3,2020,Q3,NHS Shetland,Emergency Inpatients,3,192,735,3.828125,194,1240,6.391752577
2020Q4,2020,Q4,NHS Shetland,Emergency Inpatients,3,165,554,3.357575758,166,978,5.891566265
2021Q1,2021,Q1,NHS Shetland,Emergency Inpatients,3,180,583,3.238888889,177,957,5.406779661
2021Q2,2021,Q2,NHS Shetland,Emergency Inpatients,3,177,596,3.367231638,181,973,5.375690608
2021Q3,2021,Q3,NHS Shetland,Emergency Inpatients,3,181,692,3.82320442,172,920,5.348837209
2021Q4,2021,Q4,NHS Shetland,Emergency Inpatients,3,184,686,3.72826087,185,1277,6.902702703
2022Q1,2022,Q1,NHS Shetland,Emergency Inpatients,3,147,771,5.244897959,146,994,6.808219178
2022Q2,2022,Q2,NHS Shetland,Emergency Inpatients,3,176,862,4.897727273,174,1204,6.91954023
2022Q3,2022,Q3,NHS Shetland,Emergency Inpatients,3,184,911,4.951086957,182,1124,6.175824176
2022Q4,2022,Q4,NHS Shetland,Emergency Inpatients,3,136,659,4.845588235,137,1120,8.175182482
2017Q4,2017,Q4,NHS Shetland,Emergency Inpatients,4,221,943,4.266968326,227,1670,7.356828194
2018Q1,2018,Q1,NHS Shetland,Emergency Inpatients,4,245,876,3.575510204,244,1177,4.823770492
2018Q2,2018,Q2,NHS Shetland,Emergency Inpatients,4,249,924,3.710843373,249,1309,5.257028112
2018Q3,2018,Q3,NHS Shetland,Emergency Inpatients,4,205,773,3.770731707,199,1109,5.572864322
2018Q4,2018,Q4,NHS Shetland,Emergency Inpatients,4,255,1018,3.992156863,260,1638,6.3
2019Q1,2019,Q1,NHS Shetland,Emergency Inpatients,4,229,978,4.270742358,223,1266,5.677130045
2019Q2,2019,Q2,NHS Shetland,Emergency Inpatients,4,202,798,3.95049505,203,1179,5.807881773
2019Q3,2019,Q3,NHS Shetland,Emergency Inpatients,4,202,963,4.767326733,200,1280,6.4
2019Q4,2019,Q4,NHS Shetland,Emergency Inpatients,4,216,820,3.796296296,214,1234,5.76635514
2020Q1,2020,Q1,NHS Shetland,Emergency Inpatients,4,217,839,3.866359447,214,1217,5.686915888
2020Q2,2020,Q2,NHS Shetland,Emergency Inpatients,4,167,477,2.856287425,169,914,5.408284024
2020Q3,2020,Q3,NHS Shetland,Emergency Inpatients,4,201,646,3.213930348,197,847,4.299492386
2020Q4,2020,Q4,NHS Shetland,Emergency Inpatients,4,220,770,3.5,222,1033,4.653153153
2021Q1,2021,Q1,NHS Shetland,Emergency Inpatients,4,182,641,3.521978022,180,995,5.527777778
2021Q2,2021,Q2,NHS Shetland,Emergency Inpatients,4,196,709,3.617346939,196,1213,6.18877551
2021Q3,2021,Q3,NHS Shetland,Emergency Inpatients,4,226,790,3.495575221,220,1241,5.640909091
2021Q4,2021,Q4,NHS Shetland,Emergency Inpatients,4,227,857,3.775330396,230,1330,5.782608696
2022Q1,2022,Q1,NHS Shetland,Emergency Inpatients,4,183,714,3.901639344,182,949,5.214285714
2022Q2,2022,Q2,NHS Shetland,Emergency Inpatients,4,209,852,4.076555024,208,1125,5.408653846
2022Q3,2022,Q3,NHS Shetland,Emergency Inpatients,4,212,1233,5.816037736,210,1477,7.033333333
2022Q4,2022,Q4,NHS Shetland,Emergency Inpatients,4,162,544,3.358024691,160,875,5.46875
2017Q4,2017,Q4,NHS Shetland,Emergency Inpatients,5,5,5,1,5,10,2
2018Q1,2018,Q1,NHS Shetland,Emergency Inpatients,5,5,8,1.6,5,10,2
2018Q2,2018,Q2,NHS Shetland,Emergency Inpatients,5,5,13,2.6,5,10,2
2018Q3,2018,Q3,NHS Shetland,Emergency Inpatients,5,5,5,1,5,19,3.8
2018Q4,2018,Q4,NHS Shetland,Emergency Inpatients,5,5,10,2,5,10,2
2019Q1,2019,Q1,NHS Shetland,Emergency Inpatients,5,5,18,3.6,5,20,4
2019Q4,2019,Q4,NHS Shetland,Emergency Inpatients,5,5,10,2,5,10,2
2020Q1,2020,Q1,NHS Shetland,Emergency Inpatients,5,0,10,NA,0,10,NA
2020Q2,2020,Q2,NHS Shetland,Emergency Inpatients,5,0,0,NA,0,0,NA
2020Q3,2020,Q3,NHS Shetland,Emergency Inpatients,5,0,0,NA,0,0,NA
2020Q4,2020,Q4,NHS Shetland,Emergency Inpatients,5,5,7,1.4,5,5,1
2021Q1,2021,Q1,NHS Shetland,Emergency Inpatients,5,0,5,NA,0,11,NA
2021Q2,2021,Q2,NHS Shetland,Emergency Inpatients,5,0,0,NA,0,0,NA
2021Q3,2021,Q3,NHS Shetland,Emergency Inpatients,5,5,5,1,5,5,1
2021Q4,2021,Q4,NHS Shetland,Emergency Inpatients,5,5,25,5,5,32,6.4
2022Q1,2022,Q1,NHS Shetland,Emergency Inpatients,5,5,43,8.6,5,43,8.6
2022Q2,2022,Q2,NHS Shetland,Emergency Inpatients,5,10,30,3,10,42,4.2
2022Q3,2022,Q3,NHS Shetland,Emergency Inpatients,5,5,0,0,5,50,10
2022Q4,2022,Q4,NHS Shetland,Emergency Inpatients,5,0,0,NA,0,5,NA
2017Q4,2017,Q4,NHS Shetland,Emergency Inpatients,NA,15,50,3.333333333,20,105,5.25
2018Q1,2018,Q1,NHS Shetland,Emergency Inpatients,NA,20,50,2.5,20,50,2.5
2018Q2,2018,Q2,NHS Shetland,Emergency Inpatients,NA,20,40,2,20,41,2.05
2018Q3,2018,Q3,NHS Shetland,Emergency Inpatients,NA,24,49,2.041666667,24,81,3.375
2018Q4,2018,Q4,NHS Shetland,Emergency Inpatients,NA,20,35,1.75,20,63,3.15
2019Q1,2019,Q1,NHS Shetland,Emergency Inpatients,NA,15,30,2,15,52,3.466666667
2019Q2,2019,Q2,NHS Shetland,Emergency Inpatients,NA,30,46,1.533333333,25,93,3.72
2019Q3,2019,Q3,NHS Shetland,Emergency Inpatients,NA,25,80,3.2,30,98,3.266666667
2019Q4,2019,Q4,NHS Shetland,Emergency Inpatients,NA,16,27,1.6875,15,45,3
2020Q1,2020,Q1,NHS Shetland,Emergency Inpatients,NA,5,10,2,5,18,3.6
2020Q2,2020,Q2,NHS Shetland,Emergency Inpatients,NA,5,55,11,5,59,11.8
2020Q3,2020,Q3,NHS Shetland,Emergency Inpatients,NA,10,16,1.6,10,35,3.5
2020Q4,2020,Q4,NHS Shetland,Emergency Inpatients,NA,10,42,4.2,10,69,6.9
2021Q1,2021,Q1,NHS Shetland,Emergency Inpatients,NA,11,14,1.272727273,10,22,2.2
2021Q2,2021,Q2,NHS Shetland,Emergency Inpatients,NA,15,22,1.466666667,17,30,1.764705882
2021Q3,2021,Q3,NHS Shetland,Emergency Inpatients,NA,15,40,2.666666667,17,71,4.176470588
2021Q4,2021,Q4,NHS Shetland,Emergency Inpatients,NA,10,17,1.7,10,35,3.5
2022Q1,2022,Q1,NHS Shetland,Emergency Inpatients,NA,5,7,1.4,5,10,2
2022Q2,2022,Q2,NHS Shetland,Emergency Inpatients,NA,20,47,2.35,20,68,3.4
2022Q3,2022,Q3,NHS Shetland,Emergency Inpatients,NA,20,70,3.5,19,75,3.947368421
2022Q4,2022,Q4,NHS Shetland,Emergency Inpatients,NA,5,12,2.4,5,15,3
2017Q4,2017,Q4,NHS Tayside,Emergency Inpatients,1,2020,5048,2.499009901,1971,13946,7.075596144
2018Q1,2018,Q1,NHS Tayside,Emergency Inpatients,1,1937,5186,2.677336087,1930,14288,7.403108808
2018Q2,2018,Q2,NHS Tayside,Emergency Inpatients,1,1982,5662,2.856710394,1947,15496,7.958911145
2018Q3,2018,Q3,NHS Tayside,Emergency Inpatients,1,1999,5164,2.583291646,1994,15483,7.764794383
2018Q4,2018,Q4,NHS Tayside,Emergency Inpatients,1,1946,5045,2.592497431,1896,13690,7.220464135
2019Q1,2019,Q1,NHS Tayside,Emergency Inpatients,1,1953,5379,2.75422427,1948,15270,7.838809035
2019Q2,2019,Q2,NHS Tayside,Emergency Inpatients,1,1925,4824,2.505974026,1902,13067,6.870136698
2019Q3,2019,Q3,NHS Tayside,Emergency Inpatients,1,1954,5416,2.771750256,1921,14754,7.680374805
2019Q4,2019,Q4,NHS Tayside,Emergency Inpatients,1,1957,4655,2.378640777,1932,13053,6.75621118
2020Q1,2020,Q1,NHS Tayside,Emergency Inpatients,1,1952,5261,2.695184426,1951,14624,7.49564326
2020Q2,2020,Q2,NHS Tayside,Emergency Inpatients,1,1585,3328,2.099684543,1575,9234,5.862857143
2020Q3,2020,Q3,NHS Tayside,Emergency Inpatients,1,1868,4500,2.408993576,1843,10616,5.76017363
2020Q4,2020,Q4,NHS Tayside,Emergency Inpatients,1,1859,4576,2.461538462,1832,12669,6.915393013
2021Q1,2021,Q1,NHS Tayside,Emergency Inpatients,1,1776,4825,2.716779279,1760,13416,7.622727273
2021Q2,2021,Q2,NHS Tayside,Emergency Inpatients,1,1870,4563,2.440106952,1836,11518,6.273420479
2021Q3,2021,Q3,NHS Tayside,Emergency Inpatients,1,1902,4813,2.530494217,1890,12083,6.393121693
2021Q4,2021,Q4,NHS Tayside,Emergency Inpatients,1,1964,5867,2.987270876,1929,13229,6.857957491
2022Q1,2022,Q1,NHS Tayside,Emergency Inpatients,1,1961,4986,2.542580316,1943,12868,6.622748327
2022Q2,2022,Q2,NHS Tayside,Emergency Inpatients,1,1914,5060,2.643678161,1877,14193,7.561534363
2022Q3,2022,Q3,NHS Tayside,Emergency Inpatients,1,1927,4995,2.592112091,1906,14746,7.736621196
2022Q4,2022,Q4,NHS Tayside,Emergency Inpatients,1,1940,4966,2.559793814,1914,15163,7.92215256
2017Q4,2017,Q4,NHS Tayside,Emergency Inpatients,2,1925,5390,2.8,1862,14105,7.57518797
2018Q1,2018,Q1,NHS Tayside,Emergency Inpatients,2,1894,5369,2.834741288,1903,15474,8.131371519
2018Q2,2018,Q2,NHS Tayside,Emergency Inpatients,2,1832,5277,2.880458515,1814,14507,7.99724366
2018Q3,2018,Q3,NHS Tayside,Emergency Inpatients,2,1906,5523,2.897691501,1876,14395,7.673240938
2018Q4,2018,Q4,NHS Tayside,Emergency Inpatients,2,1776,4726,2.661036036,1764,14338,8.128117914
2019Q1,2019,Q1,NHS Tayside,Emergency Inpatients,2,1836,4938,2.689542484,1795,13434,7.484122563
2019Q2,2019,Q2,NHS Tayside,Emergency Inpatients,2,1853,4803,2.592012952,1842,13618,7.393051031
2019Q3,2019,Q3,NHS Tayside,Emergency Inpatients,2,1875,5311,2.832533333,1842,14489,7.865906623
2019Q4,2019,Q4,NHS Tayside,Emergency Inpatients,2,1927,4849,2.516346653,1911,14313,7.489795918
2020Q1,2020,Q1,NHS Tayside,Emergency Inpatients,2,1834,4807,2.621046892,1841,14124,7.671917436
2020Q2,2020,Q2,NHS Tayside,Emergency Inpatients,2,1478,3190,2.158322057,1455,9572,6.578694158
2020Q3,2020,Q3,NHS Tayside,Emergency Inpatients,2,1795,4174,2.325348189,1761,12826,7.283361726
2020Q4,2020,Q4,NHS Tayside,Emergency Inpatients,2,1795,4701,2.618941504,1789,12910,7.216321968
2021Q1,2021,Q1,NHS Tayside,Emergency Inpatients,2,1618,4706,2.908529048,1600,11824,7.39
2021Q2,2021,Q2,NHS Tayside,Emergency Inpatients,2,1729,4508,2.607287449,1693,10822,6.39220319
2021Q3,2021,Q3,NHS Tayside,Emergency Inpatients,2,1787,4910,2.747621712,1774,14574,8.215332582
2021Q4,2021,Q4,NHS Tayside,Emergency Inpatients,2,1853,5089,2.746357258,1810,12991,7.177348066
2022Q1,2022,Q1,NHS Tayside,Emergency Inpatients,2,1875,5272,2.811733333,1871,14037,7.502405131
2022Q2,2022,Q2,NHS Tayside,Emergency Inpatients,2,1878,4685,2.494675186,1851,14618,7.897352782
2022Q3,2022,Q3,NHS Tayside,Emergency Inpatients,2,1820,4390,2.412087912,1779,13966,7.850477797
2022Q4,2022,Q4,NHS Tayside,Emergency Inpatients,2,1892,4879,2.578752643,1877,14938,7.958444326
2017Q4,2017,Q4,NHS Tayside,Emergency Inpatients,3,1849,5640,3.050297458,1815,15046,8.289807163
2018Q1,2018,Q1,NHS Tayside,Emergency Inpatients,3,1842,4949,2.686753529,1848,15943,8.627164502
2018Q2,2018,Q2,NHS Tayside,Emergency Inpatients,3,1913,5744,3.002613696,1875,14266,7.608533333
2018Q3,2018,Q3,NHS Tayside,Emergency Inpatients,3,1912,5772,3.018828452,1890,13719,7.258730159
2018Q4,2018,Q4,NHS Tayside,Emergency Inpatients,3,1869,5571,2.980738363,1831,14839,8.104314582
2019Q1,2019,Q1,NHS Tayside,Emergency Inpatients,3,1929,5893,3.054950752,1901,14957,7.867964229
2019Q2,2019,Q2,NHS Tayside,Emergency Inpatients,3,1869,4788,2.561797753,1870,14906,7.971122995
2019Q3,2019,Q3,NHS Tayside,Emergency Inpatients,3,1923,4654,2.420176807,1870,14464,7.734759358
2019Q4,2019,Q4,NHS Tayside,Emergency Inpatients,3,2020,5263,2.605445545,1999,16304,8.156078039
2020Q1,2020,Q1,NHS Tayside,Emergency Inpatients,3,1835,4942,2.693188011,1862,15847,8.510741139
2020Q2,2020,Q2,NHS Tayside,Emergency Inpatients,3,1473,3235,2.196198235,1440,9793,6.800694444
2020Q3,2020,Q3,NHS Tayside,Emergency Inpatients,3,1854,4499,2.426645092,1822,11949,6.558177827
2020Q4,2020,Q4,NHS Tayside,Emergency Inpatients,3,1694,4558,2.690672963,1678,12370,7.371871275
2021Q1,2021,Q1,NHS Tayside,Emergency Inpatients,3,1629,4582,2.81276857,1615,13840,8.569659443
2021Q2,2021,Q2,NHS Tayside,Emergency Inpatients,3,1883,4840,2.570366437,1845,13775,7.466124661
2021Q3,2021,Q3,NHS Tayside,Emergency Inpatients,3,1813,5076,2.799779371,1783,13624,7.641054403
2021Q4,2021,Q4,NHS Tayside,Emergency Inpatients,3,1917,4826,2.517475222,1888,15232,8.06779661
2022Q1,2022,Q1,NHS Tayside,Emergency Inpatients,3,1821,4786,2.628226249,1831,14749,8.055161114
2022Q2,2022,Q2,NHS Tayside,Emergency Inpatients,3,1959,5395,2.7539561,1933,15336,7.933781686
2022Q3,2022,Q3,NHS Tayside,Emergency Inpatients,3,1875,3987,2.1264,1859,14177,7.626143088
2022Q4,2022,Q4,NHS Tayside,Emergency Inpatients,3,2010,5193,2.58358209,1974,15252,7.726443769
2017Q4,2017,Q4,NHS Tayside,Emergency Inpatients,4,2336,7347,3.145119863,2302,18681,8.115117289
2018Q1,2018,Q1,NHS Tayside,Emergency Inpatients,4,2316,7657,3.306131261,2294,20342,8.867480384
