Quarter,Location,HBName,AdmissionType,Sex,Age,Episodes,LengthOfEpisode,AverageLengthOfEpisode,Stays,LengthOfStay,AverageLengthOfStay,Year,Quarter_single
2022Q4,S08000025,NHS Orkney,Emergency Inpatients,Female,80-89 years,57,619,10.859649122807,59,984,16.6779661016949,2022,Q4
2017Q4,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,10,67,6.7,10,124,12.4,2017,Q4
2018Q1,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,11,63,5.72727272727273,10,124,12.4,2018,Q1
2018Q2,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,10,36,3.6,10,62,6.2,2018,Q2
2018Q3,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,10,48,4.8,10,120,12,2018,Q3
2018Q4,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,20,99,4.95,17,171,10.0588235294118,2018,Q4
2019Q1,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,16,100,6.25,15,410,27.3333333333333,2019,Q1
2019Q2,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,15,94,6.26666666666667,17,234,13.7647058823529,2019,Q2
2019Q3,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,11,65,5.90909090909091,11,147,13.3636363636364,2019,Q3
2019Q4,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,10,59,5.9,10,188,18.8,2019,Q4
2020Q1,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,15,95,6.33333333333333,10,170,17,2020,Q1
2020Q2,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,12,65,5.41666666666667,13,248,19.0769230769231,2020,Q2
2020Q3,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,20,143,7.15,20,188,9.4,2020,Q3
2020Q4,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,22,167,7.59090909090909,21,288,13.7142857142857,2020,Q4
2021Q1,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,10,40,4,11,222,20.1818181818182,2021,Q1
2021Q2,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,28,331,11.8214285714286,30,519,17.3,2021,Q2
2021Q3,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,29,121,4.17241379310345,30,207,6.9,2021,Q3
2021Q4,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,14,205,14.6428571428571,15,312,20.8,2021,Q4
2022Q1,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,14,108,7.71428571428571,15,421,28.0666666666667,2022,Q1
2022Q2,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,13,155,11.9230769230769,15,331,22.0666666666667,2022,Q2
2022Q3,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,14,126,9,15,226,15.0666666666667,2022,Q3
2022Q4,S08000025,NHS Orkney,Emergency Inpatients,Female,90 years and over,23,138,6,23,212,9.21739130434783,2022,Q4
2017Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,5,0,0,5,7,1.4,2017,Q4
2018Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,5,0,0,5,10,2,2018,Q1
2018Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,10,5,0.5,10,21,2.1,2018,Q2
2018Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,10,0,0,10,11,1.1,2018,Q3
2018Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,10,5,0.5,10,15,1.5,2018,Q4
2019Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,5,0,0,5,5,1,2019,Q1
2019Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,5,0,0,5,0,0,2019,Q2
2019Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,10,0,0,10,7,0.7,2019,Q3
2019Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,5,0,0,5,5,1,2019,Q4
2020Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,5,0,0,5,0,0,2020,Q1
2020Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,0,0,NA,0,7,NA,2020,Q2
2020Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,10,5,0.5,10,5,0.5,2020,Q3
2020Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,5,5,1,5,9,1.8,2020,Q4
2021Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,5,0,0,5,0,0,2021,Q1
2021Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,10,5,0.5,10,10,1,2021,Q2
2021Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,5,5,1,5,7,1.4,2021,Q3
2021Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,5,0,0,5,5,1,2021,Q4
2022Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,5,5,1,5,13,2.6,2022,Q1
2022Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,10,5,0.5,5,8,1.6,2022,Q2
2022Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,0-9 years,5,0,0,10,14,1.4,2022,Q3
2017Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,5,0,0,5,0,0,2017,Q4
2018Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,5,0,0,5,0,0,2018,Q1
2018Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,5,5,1,5,15,3,2018,Q2
2018Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,5,0,0,5,5,1,2018,Q3
2018Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,5,5,1,5,5,1,2018,Q4
2019Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,5,5,1,5,9,1.8,2019,Q1
2019Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,10,5,0.5,10,23,2.3,2019,Q2
2019Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,5,5,1,5,10,2,2019,Q3
2019Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,10,9,0.9,10,11,1.1,2019,Q4
2020Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,5,5,1,5,5,1,2020,Q1
2020Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,0,5,NA,0,5,NA,2020,Q2
2020Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,10,5,0.5,10,6,0.6,2020,Q3
2020Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,0,0,NA,0,0,NA,2020,Q4
2021Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,5,5,1,5,5,1,2021,Q1
2021Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,5,0,0,5,0,0,2021,Q2
2021Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,10,9,0.9,10,24,2.4,2021,Q3
2021Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,5,7,1.4,5,7,1.4,2021,Q4
2022Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,10,5,0.5,10,15,1.5,2022,Q1
2022Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,10,5,0.5,5,5,1,2022,Q2
2022Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,5,12,2.4,5,17,3.4,2022,Q3
2022Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,10-19 years,5,5,1,5,25,5,2022,Q4
2017Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,10,7,0.7,10,10,1,2017,Q4
2018Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,10,8,0.8,10,34,3.4,2018,Q1
2018Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,14,14,1,14,16,1.14285714285714,2018,Q2
2018Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,17,10,0.588235294117647,17,18,1.05882352941176,2018,Q3
2018Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,10,15,1.5,10,21,2.1,2018,Q4
2019Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,15,28,1.86666666666667,15,30,2,2019,Q1
2019Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,13,10,0.769230769230769,13,36,2.76923076923077,2019,Q2
2019Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,10,18,1.8,10,19,1.9,2019,Q3
2019Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,5,5,1,5,12,2.4,2019,Q4
2020Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,10,5,0.5,12,8,0.666666666666667,2020,Q1
2020Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,10,7,0.7,10,38,3.8,2020,Q2
2020Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,13,8,0.615384615384615,15,21,1.4,2020,Q3
2020Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,10,11,1.1,10,12,1.2,2020,Q4
2021Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,15,9,0.6,15,53,3.53333333333333,2021,Q1
2021Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,10,12,1.2,10,29,2.9,2021,Q2
2021Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,5,9,1.8,5,14,2.8,2021,Q3
2021Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,10,5,0.5,10,5,0.5,2021,Q4
2022Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,12,5,0.416666666666667,12,5,0.416666666666667,2022,Q1
2022Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,10,5,0.5,10,14,1.4,2022,Q2
2022Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,10,10,1,10,10,1,2022,Q3
2022Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,20-29 years,5,10,2,5,10,2,2022,Q4
2017Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,14,13,0.928571428571429,14,35,2.5,2017,Q4
2018Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,5,7,1.4,5,8,1.6,2018,Q1
2018Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,10,20,2,10,20,2,2018,Q2
2018Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,16,26,1.625,15,25,1.66666666666667,2018,Q3
2018Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,5,26,5.2,10,35,3.5,2018,Q4
2019Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,10,14,1.4,10,31,3.1,2019,Q1
2019Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,15,13,0.866666666666667,15,13,0.866666666666667,2019,Q2
2019Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,10,20,2,10,26,2.6,2019,Q3
2019Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,10,10,1,10,15,1.5,2019,Q4
2020Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,10,13,1.3,10,13,1.3,2020,Q1
2020Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,10,13,1.3,10,19,1.9,2020,Q2
2020Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,10,10,1,10,20,2,2020,Q3
2020Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,5,12,2.4,5,15,3,2020,Q4
2021Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,10,10,1,12,11,0.916666666666667,2021,Q1
2021Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,13,15,1.15384615384615,13,26,2,2021,Q2
2021Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,15,34,2.26666666666667,15,28,1.86666666666667,2021,Q3
2021Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,14,20,1.42857142857143,15,72,4.8,2021,Q4
2022Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,14,15,1.07142857142857,14,16,1.14285714285714,2022,Q1
2022Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,14,8,0.571428571428571,15,12,0.8,2022,Q2
2022Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,12,7,0.583333333333333,12,10,0.833333333333333,2022,Q3
2022Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,30-39 years,10,18,1.8,12,19,1.58333333333333,2022,Q4
2017Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,13,36,2.76923076923077,15,62,4.13333333333333,2017,Q4
2018Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,25,57,2.28,25,77,3.08,2018,Q1
2018Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,10,31,3.1,10,36,3.6,2018,Q2
2018Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,20,32,1.6,22,54,2.45454545454545,2018,Q3
2018Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,23,47,2.04347826086957,24,85,3.54166666666667,2018,Q4
2019Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,20,30,1.5,20,49,2.45,2019,Q1
2019Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,15,11,0.733333333333333,14,16,1.14285714285714,2019,Q2
2019Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,19,40,2.10526315789474,20,72,3.6,2019,Q3
2019Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,20,29,1.45,20,27,1.35,2019,Q4
2020Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,19,22,1.15789473684211,20,26,1.3,2020,Q1
2020Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,10,24,2.4,10,24,2.4,2020,Q2
2020Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,20,44,2.2,18,70,3.88888888888889,2020,Q3
2020Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,15,17,1.13333333333333,16,27,1.6875,2020,Q4
2021Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,15,53,3.53333333333333,15,59,3.93333333333333,2021,Q1
2021Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,10,14,1.4,10,15,1.5,2021,Q2
2021Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,10,22,2.2,10,43,4.3,2021,Q3
2021Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,15,42,2.8,15,41,2.73333333333333,2021,Q4
2022Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,16,34,2.125,20,67,3.35,2022,Q1
2022Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,15,38,2.53333333333333,15,57,3.8,2022,Q2
2022Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,10,18,1.8,10,14,1.4,2022,Q3
2022Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,40-49 years,15,46,3.06666666666667,14,100,7.14285714285714,2022,Q4
2017Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,25,53,2.12,25,134,5.36,2017,Q4
2018Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,25,29,1.16,20,73,3.65,2018,Q1
2018Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,39,81,2.07692307692308,38,194,5.10526315789474,2018,Q2
2018Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,30,81,2.7,35,357,10.2,2018,Q3
2018Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,24,42,1.75,25,167,6.68,2018,Q4
2019Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,20,37,1.85,22,68,3.09090909090909,2019,Q1
2019Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,30,81,2.7,30,125,4.16666666666667,2019,Q2
2019Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,30,65,2.16666666666667,29,140,4.82758620689655,2019,Q3
2019Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,31,49,1.58064516129032,30,101,3.36666666666667,2019,Q4
2020Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,30,93,3.1,30,150,5,2020,Q1
2020Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,15,30,2,12,109,9.08333333333333,2020,Q2
2020Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,35,78,2.22857142857143,35,178,5.08571428571429,2020,Q3
2020Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,36,109,3.02777777777778,35,116,3.31428571428571,2020,Q4
2021Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,25,36,1.44,30,150,5,2021,Q1
2021Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,36,109,3.02777777777778,35,176,5.02857142857143,2021,Q2
2021Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,42,54,1.28571428571429,40,105,2.625,2021,Q3
2021Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,30,60,2,30,88,2.93333333333333,2021,Q4
2022Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,25,51,2.04,25,81,3.24,2022,Q1
2022Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,22,30,1.36363636363636,25,523,20.92,2022,Q2
2022Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,25,55,2.2,25,70,2.8,2022,Q3
2022Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,50-59 years,25,62,2.48,25,89,3.56,2022,Q4
2017Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,35,81,2.31428571428571,35,148,4.22857142857143,2017,Q4
2018Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,48,149,3.10416666666667,47,257,5.46808510638298,2018,Q1
2018Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,35,86,2.45714285714286,35,184,5.25714285714286,2018,Q2
2018Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,35,86,2.45714285714286,35,204,5.82857142857143,2018,Q3
2018Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,40,92,2.3,35,153,4.37142857142857,2018,Q4
2019Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,33,148,4.48484848484848,33,228,6.90909090909091,2019,Q1
2019Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,32,93,2.90625,32,247,7.71875,2019,Q2
2019Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,32,84,2.625,35,232,6.62857142857143,2019,Q3
2019Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,31,128,4.12903225806452,29,168,5.79310344827586,2019,Q4
2020Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,29,117,4.03448275862069,28,183,6.53571428571429,2020,Q1
2020Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,33,79,2.39393939393939,34,164,4.82352941176471,2020,Q2
2020Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,35,114,3.25714285714286,34,192,5.64705882352941,2020,Q3
2020Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,26,60,2.30769230769231,25,119,4.76,2020,Q4
2021Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,35,62,1.77142857142857,31,204,6.58064516129032,2021,Q1
2021Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,43,111,2.58139534883721,45,697,15.4888888888889,2021,Q2
2021Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,40,215,5.375,40,403,10.075,2021,Q3
2021Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,37,191,5.16216216216216,38,283,7.44736842105263,2021,Q4
2022Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,40,94,2.35,39,409,10.4871794871795,2022,Q1
2022Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,35,79,2.25714285714286,40,212,5.3,2022,Q2
2022Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,38,130,3.42105263157895,35,196,5.6,2022,Q3
2022Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,60-69 years,35,120,3.42857142857143,35,220,6.28571428571429,2022,Q4
2017Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,55,219,3.98181818181818,53,717,13.5283018867925,2017,Q4
2018Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,50,147,2.94,50,378,7.56,2018,Q1
2018Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,63,211,3.34920634920635,62,597,9.62903225806452,2018,Q2
2018Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,51,154,3.01960784313725,55,645,11.7272727272727,2018,Q3
2018Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,38,124,3.26315789473684,41,406,9.90243902439024,2018,Q4
2019Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,40,166,4.15,40,207,5.175,2019,Q1
2019Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,47,189,4.02127659574468,45,310,6.88888888888889,2019,Q2
2019Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,34,96,2.82352941176471,32,118,3.6875,2019,Q3
2019Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,50,266,5.32,48,286,5.95833333333333,2019,Q4
2020Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,37,150,4.05405405405405,39,550,14.1025641025641,2020,Q1
2020Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,33,153,4.63636363636364,35,262,7.48571428571429,2020,Q2
2020Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,59,253,4.28813559322034,55,408,7.41818181818182,2020,Q3
2020Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,43,234,5.44186046511628,50,475,9.5,2020,Q4
2021Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,47,94,2,46,257,5.58695652173913,2021,Q1
2021Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,56,379,6.76785714285714,53,491,9.26415094339623,2021,Q2
2021Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,49,182,3.71428571428571,52,508,9.76923076923077,2021,Q3
2021Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,50,191,3.82,50,474,9.48,2021,Q4
2022Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,53,201,3.79245283018868,47,328,6.97872340425532,2022,Q1
2022Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,30,148,4.93333333333333,37,458,12.3783783783784,2022,Q2
2022Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,30,125,4.16666666666667,30,431,14.3666666666667,2022,Q3
2022Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,70-79 years,35,168,4.8,34,222,6.52941176470588,2022,Q4
2017Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,80-89 years,43,239,5.55813953488372,45,500,11.1111111111111,2017,Q4
2018Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,80-89 years,40,190,4.75,38,432,11.3684210526316,2018,Q1
2018Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,80-89 years,50,223,4.46,48,418,8.70833333333333,2018,Q2
2018Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,80-89 years,45,292,6.48888888888889,49,769,15.6938775510204,2018,Q3
2018Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,80-89 years,47,211,4.48936170212766,46,326,7.08695652173913,2018,Q4
2019Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,80-89 years,62,330,5.32258064516129,57,504,8.8421052631579,2019,Q1
2019Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,80-89 years,43,268,6.23255813953488,46,624,13.5652173913043,2019,Q2
2019Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,80-89 years,38,202,5.31578947368421,39,455,11.6666666666667,2019,Q3
2019Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,80-89 years,54,336,6.22222222222222,53,412,7.77358490566038,2019,Q4
2020Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,80-89 years,35,192,5.48571428571429,37,391,10.5675675675676,2020,Q1
2020Q2,S08000025,NHS Orkney,Emergency Inpatients,Male,80-89 years,36,206,5.72222222222222,36,273,7.58333333333333,2020,Q2
2020Q3,S08000025,NHS Orkney,Emergency Inpatients,Male,80-89 years,37,170,4.5945945945946,36,242,6.72222222222222,2020,Q3
2020Q4,S08000025,NHS Orkney,Emergency Inpatients,Male,80-89 years,48,365,7.60416666666667,45,437,9.71111111111111,2020,Q4
2021Q1,S08000025,NHS Orkney,Emergency Inpatients,Male,80-89 years,61,397,6.50819672131148,59,620,10.5084745762712,2021,Q1
