Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2020Q3,,S08000022,,S08000022,d,Elective Inpatients,,,:,0,0,,z,0,0,,z
2018Q1,,S08000025,,S08000025,d,Elective Inpatients,,1,,0,0,,z,0,0,,z
2018Q1,,S08000025,,R103H,,Elective Inpatients,,1,,0,0,,z,0,0,,z
2019Q3,,S08000015,,A101H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2020Q2,,S08000015,,A101H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2021Q2,,S08000015,,A101H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2021Q3,,S08000015,,A101H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2018Q2,,S08000015,,A101H,,Emergency Inpatients,,2,,0,0,,z,0,0,,z
2018Q3,,S08000015,,A101H,,Emergency Inpatients,,2,,0,0,,z,0,0,,z
2019Q3,,S08000015,,A101H,,Emergency Inpatients,,2,,0,0,,z,0,0,,z
2020Q4,,S08000015,,A101H,,Emergency Inpatients,,2,,0,0,,z,0,0,,z
2021Q1,,S08000015,,A101H,,Emergency Inpatients,,2,,0,0,,z,0,0,,z
2021Q3,,S08000015,,A101H,,Emergency Inpatients,,2,,0,0,,z,0,0,,z
2017Q4,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2018Q1,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2018Q2,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2018Q3,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2018Q4,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2019Q1,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2019Q2,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2019Q3,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2019Q4,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2020Q1,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2020Q2,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2020Q3,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2020Q4,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2021Q1,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2021Q2,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2021Q3,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2021Q4,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2022Q1,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2022Q2,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2022Q3,,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2022Q4,p,S08000015,,A101H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2017Q4,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2018Q1,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2018Q2,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2018Q3,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2018Q4,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2019Q1,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2019Q2,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2019Q3,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2019Q4,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2020Q1,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2020Q2,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2020Q3,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2020Q4,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2021Q1,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2021Q2,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2021Q3,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2021Q4,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2022Q1,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2022Q2,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2022Q3,,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2022Q4,p,S08000015,,A101H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2018Q1,,S08000015,,A101H,,Emergency Inpatients,,5,,0,0,,z,0,0,,z
2018Q4,,S08000015,,A101H,,Emergency Inpatients,,5,,0,0,,z,0,0,,z
2019Q1,,S08000015,,A101H,,Emergency Inpatients,,5,,0,0,,z,0,0,,z
2019Q3,,S08000015,,A101H,,Emergency Inpatients,,5,,0,0,,z,0,0,,z
2020Q1,,S08000015,,A101H,,Emergency Inpatients,,5,,0,0,,z,0,0,,z
2020Q2,,S08000015,,A101H,,Emergency Inpatients,,5,,0,0,,z,0,0,,z
2020Q3,,S08000015,,A101H,,Emergency Inpatients,,5,,0,0,,z,0,0,,z
2021Q2,,S08000015,,A101H,,Emergency Inpatients,,5,,0,0,,z,0,0,,z
2021Q3,,S08000015,,A101H,,Emergency Inpatients,,5,,0,0,,z,0,0,,z
2022Q1,,S08000015,,A101H,,Emergency Inpatients,,5,,0,0,,z,0,0,,z
2022Q3,,S08000015,,A101H,,Emergency Inpatients,,5,,0,0,,z,0,0,,z
2017Q4,,S08000015,,A101H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2018Q1,,S08000015,,A101H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2018Q3,,S08000015,,A101H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2019Q3,,S08000015,,A101H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2020Q2,,S08000015,,A101H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2020Q3,,S08000015,,A101H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2021Q2,,S08000015,,A101H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2021Q3,,S08000015,,A101H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2022Q2,,S08000015,,A101H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2022Q3,,S08000015,,A101H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2022Q4,p,S08000015,,A101H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2017Q4,,S08000017,,Y144H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2018Q2,,S08000017,,Y144H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2018Q3,,S08000017,,Y144H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2018Q4,,S08000017,,Y144H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2020Q2,,S08000017,,Y144H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2020Q4,,S08000017,,Y144H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2021Q2,,S08000017,,Y144H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2021Q3,,S08000017,,Y144H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2021Q4,,S08000017,,Y144H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2022Q1,,S08000017,,Y144H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2022Q2,,S08000017,,Y144H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2022Q3,,S08000017,,Y144H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2022Q4,p,S08000017,,Y144H,,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2021Q2,,S08000017,,Y144H,,Emergency Inpatients,,2,,0,0,,z,0,0,,z
2022Q4,p,S08000017,,Y144H,,Emergency Inpatients,,2,,0,0,,z,0,0,,z
2018Q2,,S08000017,,Y144H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2018Q3,,S08000017,,Y144H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2021Q3,,S08000017,,Y144H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2022Q1,,S08000017,,Y144H,,Emergency Inpatients,,3,,0,0,,z,0,15,,z
2022Q2,,S08000017,,Y144H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2022Q3,,S08000017,,Y144H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2022Q4,p,S08000017,,Y144H,,Emergency Inpatients,,3,,0,0,,z,0,0,,z
2017Q4,,S08000017,,Y144H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2018Q2,,S08000017,,Y144H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2018Q3,,S08000017,,Y144H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2018Q4,,S08000017,,Y144H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2019Q1,,S08000017,,Y144H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2020Q2,,S08000017,,Y144H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2020Q3,,S08000017,,Y144H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2020Q4,,S08000017,,Y144H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2021Q1,,S08000017,,Y144H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2021Q2,,S08000017,,Y144H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2021Q3,,S08000017,,Y144H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2021Q4,,S08000017,,Y144H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2022Q3,,S08000017,,Y144H,,Emergency Inpatients,,4,,0,0,,z,0,0,,z
2018Q4,,S08000017,,Y144H,,Emergency Inpatients,,5,,0,0,,z,0,0,,z
2019Q3,,S08000017,,Y144H,,Emergency Inpatients,,5,,0,0,,z,0,0,,z
2017Q4,,S08000017,,Y144H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2020Q1,,S08000017,,Y144H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2021Q2,,S08000017,,Y144H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2021Q3,,S08000017,,Y144H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2018Q1,,S08000031,,G306H,,Emergency Inpatients,,1,,0,0,,z,0,27,,z
2019Q4,,S08000031,,G306H,,Emergency Inpatients,,1,,0,0,,z,0,49,,z
2022Q1,,S08000031,,G306H,,Emergency Inpatients,,2,,0,0,,z,0,15,,z
2017Q4,,S08000031,,G306H,,Emergency Inpatients,,5,,0,0,,z,0,20,,z
2020Q2,,S08000031,,G207H,,Emergency Inpatients,,2,,0,0,,z,0,10,,z
2019Q4,,S08000030,,T312H,,Emergency Inpatients,,5,,0,0,,z,0,48,,z
2022Q2,,S08000028,,S08000028,d,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2022Q3,,S08000028,,S08000028,d,Emergency Inpatients,,1,,0,0,,z,0,0,,z
2021Q1,,S08000028,,S08000028,d,Emergency Inpatients,,5,,0,0,,z,0,0,,z
2021Q1,,S08000028,,W107H,,Emergency Inpatients,,5,,0,0,,z,0,0,,z
2019Q4,,S08000015,,A101H,,Not Specified,,3,,0,0,,z,0,0,,z
2021Q3,,S08000015,,A101H,,Not Specified,,,:,0,0,,z,0,0,,z
2017Q4,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,13,191,14.69230769,
2018Q1,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,10,171,17.1,
2018Q2,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,11,186,16.90909091,
2018Q3,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,5,320,64,
2018Q4,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,11,601,54.63636364,
2019Q1,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,10,87,8.7,
2019Q2,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,15,422,28.13333333,
2019Q3,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,10,45,4.5,
2019Q4,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,10,49,4.9,
2020Q1,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,14,133,9.5,
2020Q2,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,10,101,10.1,
2020Q3,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,5,114,22.8,
2020Q4,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,10,560,56,
2021Q1,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,5,97,19.4,
2021Q2,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,5,131,26.2,
2021Q3,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,5,28,5.6,
2021Q4,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,10,141,14.1,
2022Q1,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,10,78,7.8,
2022Q2,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,11,147,13.36363636,
2022Q3,,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,15,40,2.666666667,
2022Q4,p,S08000015,,S08000015,d,Not Specified,,1,,0,0,,z,13,67,5.153846154,
2017Q4,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,5,24,4.8,
2018Q1,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,5,23,4.6,
2018Q2,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,10,69,6.9,
2018Q3,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,5,106,21.2,
2018Q4,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,5,16,3.2,
2019Q1,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,5,43,8.6,
2019Q2,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,5,50,10,
2019Q3,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,10,51,5.1,
2019Q4,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,5,12,2.4,
2020Q1,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,0,20,,z
2020Q2,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,0,36,,z
2020Q3,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,5,32,6.4,
2020Q4,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,5,25,5,
2021Q1,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,0,7,,z
2021Q2,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,0,0,,z
2021Q3,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,10,96,9.6,
2021Q4,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,0,0,,z
2022Q1,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,0,9,,z
2022Q2,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,10,68,6.8,
2022Q3,,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,13,240,18.46153846,
2022Q4,p,S08000015,,S08000015,d,Not Specified,,2,,0,0,,z,5,74,14.8,
2017Q4,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,10,52,5.2,
2018Q1,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,5,49,9.8,
2018Q2,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,5,41,8.2,
2018Q3,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,5,63,12.6,
2018Q4,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,5,57,11.4,
2019Q1,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,0,43,,z
2019Q2,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,5,38,7.6,
2019Q3,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,5,14,2.8,
2019Q4,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,0,5,,z
2020Q1,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,5,11,2.2,
2020Q2,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,0,25,,z
2020Q3,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,5,45,9,
2020Q4,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,5,77,15.4,
2021Q1,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,0,10,,z
2021Q2,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,0,0,,z
2021Q3,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,0,5,,z
2021Q4,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,5,311,62.2,
2022Q1,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,5,63,12.6,
2022Q2,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,0,0,,z
2022Q3,,S08000015,,S08000015,d,Not Specified,,3,,0,0,,z,5,130,26,
2017Q4,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,5,10,2,
2018Q1,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,5,85,17,
2018Q2,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,5,5,1,
2018Q3,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,0,5,,z
2018Q4,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,5,187,37.4,
2019Q1,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,5,71,14.2,
2019Q2,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,5,32,6.4,
2019Q3,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,5,73,14.6,
2020Q2,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,0,551,,z
2020Q3,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,0,63,,z
2020Q4,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,0,0,,z
2021Q1,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,0,8,,z
2021Q2,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,5,64,12.8,
2021Q3,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,0,20,,z
2022Q1,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,0,26,,z
2022Q2,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,0,74,,z
2022Q3,,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,0,8,,z
2022Q4,p,S08000015,,S08000015,d,Not Specified,,4,,0,0,,z,5,168,33.6,
2017Q4,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,5,7,1.4,
2018Q1,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,0,5,,z
2018Q2,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,5,9,1.8,
2018Q3,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,5,227,45.4,
2018Q4,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,0,86,,z
2019Q1,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,5,71,14.2,
2019Q3,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,5,484,96.8,
2019Q4,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,5,170,34,
2020Q1,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,0,0,,z
2020Q2,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,0,5,,z
2020Q3,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,0,7,,z
2020Q4,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,5,22,4.4,
2021Q1,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,5,8,1.6,
2021Q2,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,0,0,,z
2021Q3,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,5,63,12.6,
2021Q4,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,0,15,,z
2022Q1,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,5,116,23.2,
2022Q3,,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,5,113,22.6,
2022Q4,p,S08000015,,S08000015,d,Not Specified,,5,,0,0,,z,5,83,16.6,
2018Q2,,S08000015,,S08000015,d,Not Specified,,,:,0,0,,z,0,0,,z
2018Q4,,S08000015,,S08000015,d,Not Specified,,,:,0,0,,z,0,0,,z
2019Q2,,S08000015,,S08000015,d,Not Specified,,,:,0,0,,z,0,0,,z
2020Q3,,S08000015,,S08000015,d,Not Specified,,,:,0,0,,z,0,0,,z
2021Q3,,S08000015,,S08000015,d,Not Specified,,,:,0,0,,z,0,0,,z
2022Q3,,S08000015,,S08000015,d,Not Specified,,,:,0,0,,z,0,5,,z
2017Q4,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,5,151,30.2,
2018Q1,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,5,63,12.6,
2018Q2,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,0,6,,z
2018Q3,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,0,10,,z
2018Q4,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,0,56,,z
2019Q1,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,0,0,,z
2019Q2,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,5,18,3.6,
2019Q3,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,5,9,1.8,
2019Q4,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,0,0,,z
2020Q1,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,5,8,1.6,
2020Q2,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,5,57,11.4,
2020Q3,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,0,0,,z
2020Q4,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,5,287,57.4,
2021Q4,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,0,5,,z
2022Q1,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,0,11,,z
2022Q2,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,0,22,,z
2022Q3,,S08000015,,A210H,,Not Specified,,1,,0,0,,z,5,15,3,
2022Q4,p,S08000015,,A210H,,Not Specified,,1,,0,0,,z,0,10,,z
2017Q4,,S08000015,,A210H,,Not Specified,,2,,0,0,,z,5,10,2,
2018Q1,,S08000015,,A210H,,Not Specified,,2,,0,0,,z,0,7,,z
2018Q2,,S08000015,,A210H,,Not Specified,,2,,0,0,,z,0,20,,z
2018Q4,,S08000015,,A210H,,Not Specified,,2,,0,0,,z,0,0,,z
2019Q3,,S08000015,,A210H,,Not Specified,,2,,0,0,,z,0,28,,z
2019Q4,,S08000015,,A210H,,Not Specified,,2,,0,0,,z,0,6,,z
2020Q4,,S08000015,,A210H,,Not Specified,,2,,0,0,,z,0,5,,z
2021Q1,,S08000015,,A210H,,Not Specified,,2,,0,0,,z,0,0,,z
2021Q3,,S08000015,,A210H,,Not Specified,,2,,0,0,,z,0,6,,z
2022Q2,,S08000015,,A210H,,Not Specified,,2,,0,0,,z,0,10,,z
2022Q3,,S08000015,,A210H,,Not Specified,,2,,0,0,,z,0,6,,z
2022Q4,p,S08000015,,A210H,,Not Specified,,2,,0,0,,z,5,6,1.2,
2017Q4,,S08000015,,A210H,,Not Specified,,3,,0,0,,z,5,45,9,
2018Q1,,S08000015,,A210H,,Not Specified,,3,,0,0,,z,0,13,,z
2018Q2,,S08000015,,A210H,,Not Specified,,3,,0,0,,z,0,0,,z
2018Q4,,S08000015,,A210H,,Not Specified,,3,,0,0,,z,0,5,,z
2019Q2,,S08000015,,A210H,,Not Specified,,3,,0,0,,z,0,5,,z
2019Q3,,S08000015,,A210H,,Not Specified,,3,,0,0,,z,5,10,2,
2020Q1,,S08000015,,A210H,,Not Specified,,3,,0,0,,z,5,10,2,
2021Q4,,S08000015,,A210H,,Not Specified,,3,,0,0,,z,5,75,15,
2022Q1,,S08000015,,A210H,,Not Specified,,3,,0,0,,z,0,0,,z
2022Q2,,S08000015,,A210H,,Not Specified,,3,,0,0,,z,0,0,,z
2022Q3,,S08000015,,A210H,,Not Specified,,3,,0,0,,z,0,0,,z
2017Q4,,S08000015,,A210H,,Not Specified,,4,,0,0,,z,5,10,2,
2018Q1,,S08000015,,A210H,,Not Specified,,4,,0,0,,z,0,7,,z
2018Q3,,S08000015,,A210H,,Not Specified,,4,,0,0,,z,0,5,,z
2019Q1,,S08000015,,A210H,,Not Specified,,4,,0,0,,z,0,0,,z
2019Q2,,S08000015,,A210H,,Not Specified,,4,,0,0,,z,0,11,,z
2019Q3,,S08000015,,A210H,,Not Specified,,4,,0,0,,z,0,0,,z
2020Q2,,S08000015,,A210H,,Not Specified,,4,,0,0,,z,0,550,,z
2020Q4,,S08000015,,A210H,,Not Specified,,4,,0,0,,z,0,0,,z
2021Q3,,S08000015,,A210H,,Not Specified,,4,,0,0,,z,0,0,,z
2022Q4,p,S08000015,,A210H,,Not Specified,,4,,0,0,,z,0,0,,z
2017Q4,,S08000015,,A210H,,Not Specified,,5,,0,0,,z,0,0,,z
2018Q1,,S08000015,,A210H,,Not Specified,,5,,0,0,,z,0,5,,z
2018Q2,,S08000015,,A210H,,Not Specified,,5,,0,0,,z,0,5,,z
2018Q3,,S08000015,,A210H,,Not Specified,,5,,0,0,,z,0,9,,z
2019Q4,,S08000015,,A210H,,Not Specified,,5,,0,0,,z,5,87,17.4,
2020Q2,,S08000015,,A210H,,Not Specified,,5,,0,0,,z,0,5,,z
2020Q3,,S08000015,,A210H,,Not Specified,,5,,0,0,,z,0,7,,z
2020Q4,,S08000015,,A210H,,Not Specified,,5,,0,0,,z,5,6,1.2,
2021Q1,,S08000015,,A210H,,Not Specified,,5,,0,0,,z,0,5,,z
2021Q2,,S08000015,,A210H,,Not Specified,,5,,0,0,,z,0,0,,z
2021Q3,,S08000015,,A210H,,Not Specified,,5,,0,0,,z,0,5,,z
2021Q4,,S08000015,,A210H,,Not Specified,,5,,0,0,,z,0,15,,z
2022Q1,,S08000015,,A210H,,Not Specified,,5,,0,0,,z,5,21,4.2,
2022Q3,,S08000015,,A210H,,Not Specified,,5,,0,0,,z,0,5,,z
2020Q3,,S08000015,,A210H,,Not Specified,,,:,0,0,,z,0,0,,z
2017Q4,,S08000015,,A111H,,Not Specified,,1,,0,0,,z,5,40,8,
2018Q1,,S08000015,,A111H,,Not Specified,,1,,0,0,,z,5,72,14.4,
2018Q2,,S08000015,,A111H,,Not Specified,,1,,0,0,,z,5,38,7.6,
2018Q3,,S08000015,,A111H,,Not Specified,,1,,0,0,,z,0,5,,z
2018Q4,,S08000015,,A111H,,Not Specified,,1,,0,0,,z,5,108,21.6,
2019Q1,,S08000015,,A111H,,Not Specified,,1,,0,0,,z,5,87,17.4,
