_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
34462,2019Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,0,5,,z,0,5,,z
34463,2020Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34464,2020Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34465,2020Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34466,2020Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,5,0,0,,5,0,0,
34467,2021Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34468,2021Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,5,10,2,,5,11,2.2,
34469,2021Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34470,2022Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34471,2022Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,5,160,32,,5,0,0,
34472,2022Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34473,2017Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,217,609,2.806451613,,191,557,2.916230366,
34474,2018Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,240,534,2.225,,206,537,2.606796117,
34475,2018Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,198,439,2.217171717,,178,515,2.893258427,
34476,2018Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,241,418,1.734439834,,216,585,2.708333333,
34477,2018Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,243,432,1.777777778,,219,576,2.630136986,
34478,2019Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,231,653,2.826839827,,205,519,2.531707317,
34479,2019Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,184,418,2.27173913,,166,592,3.56626506,
34480,2019Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,235,481,2.046808511,,217,482,2.221198157,
34481,2019Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,245,549,2.240816327,,234,598,2.555555556,
34482,2020Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,196,624,3.183673469,,180,663,3.683333333,
34483,2020Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,157,478,3.044585987,,144,539,3.743055556,
34484,2020Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,210,317,1.50952381,,191,370,1.937172775,
34485,2020Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,223,555,2.488789238,,202,508,2.514851485,
34486,2021Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,243,474,1.950617284,,217,528,2.433179724,
34487,2021Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,242,896,3.702479339,,212,1099,5.183962264,
34488,2021Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,254,567,2.232283465,,233,678,2.909871245,
34489,2021Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,220,682,3.1,,208,837,4.024038462,
34490,2022Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,226,579,2.561946903,,209,596,2.851674641,
34491,2022Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,259,489,1.888030888,,246,702,2.853658537,
34492,2022Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,211,544,2.578199052,,194,751,3.871134021,
34493,2022Q4,p,S08000025,,S08000025,d,All Inpatients and Day cases,d,2,,195,514,2.635897436,,180,646,3.588888889,
34494,2017Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,206,666,3.233009709,,183,839,4.584699454,
34495,2018Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,232,642,2.767241379,,212,818,3.858490566,
34496,2018Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,246,555,2.256097561,,215,679,3.158139535,
34497,2018Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,231,570,2.467532468,,208,665,3.197115385,
34498,2018Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,228,491,2.153508772,,209,607,2.90430622,
34499,2019Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,234,544,2.324786325,,194,456,2.350515464,
34500,2019Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,275,744,2.705454545,,231,804,3.480519481,
34501,2019Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,266,794,2.984962406,,246,979,3.979674797,
34502,2019Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,265,662,2.498113208,,240,621,2.5875,
34503,2020Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,256,707,2.76171875,,235,882,3.753191489,
34504,2020Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,160,511,3.19375,,139,507,3.647482014,
34505,2020Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,218,519,2.380733945,,197,598,3.035532995,
34506,2020Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,208,792,3.807692308,,183,840,4.590163934,
34507,2021Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,226,620,2.743362832,,207,731,3.531400966,
34508,2021Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,233,802,3.442060086,,211,939,4.450236967,
34509,2021Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,253,518,2.04743083,,239,646,2.70292887,
34510,2021Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,267,519,1.943820225,,245,630,2.571428571,
34511,2022Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,242,595,2.458677686,,235,654,2.782978723,
34512,2022Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,258,813,3.151162791,,247,884,3.578947368,
34513,2022Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,213,979,4.596244131,,200,799,3.995,
34514,2022Q4,p,S08000025,,S08000025,d,All Inpatients and Day cases,d,3,,203,688,3.389162562,,188,717,3.813829787,
34515,2017Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,669,1526,2.281016442,,592,2132,3.601351351,
34516,2018Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,669,1496,2.236173393,,594,1595,2.685185185,
34517,2018Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,637,1377,2.161695447,,567,1873,3.30335097,
34518,2018Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,623,1765,2.833065811,,572,2006,3.506993007,
34519,2018Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,734,1735,2.363760218,,629,1770,2.813990461,
34520,2019Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,721,1791,2.484049931,,646,2141,3.314241486,
34521,2019Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,739,1934,2.617050068,,649,2368,3.648690293,
34522,2019Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,780,1395,1.788461538,,741,1547,2.087719298,
34523,2019Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,789,1635,2.072243346,,740,1813,2.45,
34524,2020Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,723,1776,2.456431535,,679,1882,2.771723122,
34525,2020Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,503,1395,2.773359841,,457,1623,3.551422319,
34526,2020Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,684,1586,2.31871345,,642,1626,2.53271028,
34527,2020Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,766,1695,2.212793734,,726,1846,2.542699725,
34528,2021Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,742,1315,1.772237197,,684,1716,2.50877193,
34529,2021Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,778,1784,2.293059126,,713,1956,2.743338008,
34530,2021Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,791,1725,2.180783818,,734,2230,3.038147139,
34531,2021Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,819,1850,2.258852259,,768,1992,2.59375,
34532,2022Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,827,1840,2.224909311,,776,2381,3.068298969,
34533,2022Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,769,2111,2.745123537,,731,2621,3.585499316,
34534,2022Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,723,1775,2.455048409,,677,2013,2.973412112,
34535,2022Q4,p,S08000025,,S08000025,d,All Inpatients and Day cases,d,4,,777,2041,2.626769627,,737,2171,2.945725916,
34536,2017Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,5,109,21.8,,5,26,5.2,
34537,2018Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,5,5,1,,5,236,47.2,
34538,2018Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,5,0,0,,5,5,1,
34539,2018Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,5,0,0,,5,0,0,
34540,2018Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,5,0,0,,5,0,0,
34541,2019Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,5,0,0,,5,0,0,
34542,2019Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,5,5,1,,5,21,4.2,
34543,2019Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,5,0,0,,5,0,0,
34544,2019Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,0,0,,z,0,0,,z
34545,2020Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,10,11,1.1,,10,11,1.1,
34546,2020Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,5,0,0,,5,0,0,
34547,2020Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,5,0,0,,5,0,0,
34548,2020Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,0,5,,z,0,5,,z
34549,2021Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,5,0,0,,5,0,0,
34550,2021Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,5,8,1.6,,5,8,1.6,
34551,2021Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,10,12,1.2,,5,18,3.6,
34552,2021Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,10,11,1.1,,10,16,1.6,
34553,2022Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,5,10,2,,5,15,3,
34554,2022Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,5,11,2.2,,5,22,4.4,
34555,2022Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,0,16,,z,0,16,,z
34556,2022Q4,p,S08000025,,S08000025,d,All Inpatients and Day cases,d,5,,0,0,,z,0,0,,z
34557,2017Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,10,9,0.9,,10,9,0.9,
34558,2018Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,5,5,1,,5,5,1,
34559,2018Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,23,54,2.347826087,,20,58,2.9,
34560,2018Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,36,63,1.75,,32,119,3.71875,
34561,2018Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,5,5,1,,5,5,1,
34562,2019Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,12,33,2.75,,12,42,3.5,
34563,2019Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,31,55,1.774193548,,23,73,3.173913043,
34564,2019Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,20,36,1.8,,17,36,2.117647059,
34565,2019Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,15,27,1.8,,14,47,3.357142857,
34566,2020Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,0,0,,z,0,0,,z
34567,2020Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,11,19,1.727272727,,11,54,4.909090909,
34568,2020Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,0,0,,z,0,0,,z
34569,2021Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,0,10,,z,0,10,,z
34570,2021Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,15,23,1.533333333,,13,33,2.538461538,
34571,2021Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,26,48,1.846153846,,20,70,3.5,
34572,2021Q4,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,5,26,5.2,,5,27,5.4,
34573,2022Q1,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,5,16,3.2,,5,16,3.2,
34574,2022Q2,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,15,26,1.733333333,,12,31,2.583333333,
34575,2022Q3,,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,25,69,2.76,,26,100,3.846153846,
34576,2022Q4,p,S08000025,,S08000025,d,All Inpatients and Day cases,d,,:,5,11,2.2,,5,19,3.8,
34577,2017Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34578,2018Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34579,2018Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,5,0,0,,5,0,0,
34580,2018Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,5,0,0,,5,0,0,
34581,2018Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,5,5,1,,5,8,1.6,
34582,2019Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34583,2019Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,0,5,,z,0,5,,z
34584,2019Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34585,2019Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,0,5,,z,0,5,,z
34586,2020Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34587,2020Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34588,2020Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34589,2020Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,5,0,0,,5,0,0,
34590,2021Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34591,2021Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,5,10,2,,5,11,2.2,
34592,2021Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34593,2022Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34594,2022Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,5,160,32,,5,0,0,
34595,2022Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,1,,0,0,,z,0,0,,z
34596,2017Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,217,609,2.806451613,,191,557,2.916230366,
34597,2018Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,240,534,2.225,,206,537,2.606796117,
34598,2018Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,198,439,2.217171717,,178,515,2.893258427,
34599,2018Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,241,418,1.734439834,,216,585,2.708333333,
34600,2018Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,243,432,1.777777778,,219,576,2.630136986,
34601,2019Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,231,653,2.826839827,,205,519,2.531707317,
34602,2019Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,184,418,2.27173913,,166,592,3.56626506,
34603,2019Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,235,481,2.046808511,,217,482,2.221198157,
34604,2019Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,245,549,2.240816327,,234,598,2.555555556,
34605,2020Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,196,624,3.183673469,,180,663,3.683333333,
34606,2020Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,157,478,3.044585987,,144,539,3.743055556,
34607,2020Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,210,317,1.50952381,,191,370,1.937172775,
34608,2020Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,223,555,2.488789238,,202,508,2.514851485,
34609,2021Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,243,474,1.950617284,,217,528,2.433179724,
34610,2021Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,242,896,3.702479339,,212,1099,5.183962264,
34611,2021Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,254,567,2.232283465,,233,678,2.909871245,
34612,2021Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,220,682,3.1,,208,837,4.024038462,
34613,2022Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,226,579,2.561946903,,209,596,2.851674641,
34614,2022Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,259,489,1.888030888,,246,702,2.853658537,
34615,2022Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,2,,211,544,2.578199052,,194,751,3.871134021,
34616,2022Q4,p,S08000025,,R103H,,All Inpatients and Day cases,d,2,,195,514,2.635897436,,180,646,3.588888889,
34617,2017Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,206,666,3.233009709,,183,839,4.584699454,
34618,2018Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,232,642,2.767241379,,212,818,3.858490566,
34619,2018Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,246,555,2.256097561,,215,679,3.158139535,
34620,2018Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,231,570,2.467532468,,208,665,3.197115385,
34621,2018Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,228,491,2.153508772,,209,607,2.90430622,
34622,2019Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,234,544,2.324786325,,194,456,2.350515464,
34623,2019Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,275,744,2.705454545,,231,804,3.480519481,
34624,2019Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,266,794,2.984962406,,246,979,3.979674797,
34625,2019Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,265,662,2.498113208,,240,621,2.5875,
34626,2020Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,256,707,2.76171875,,235,882,3.753191489,
34627,2020Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,160,511,3.19375,,139,507,3.647482014,
34628,2020Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,218,519,2.380733945,,197,598,3.035532995,
34629,2020Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,208,792,3.807692308,,183,840,4.590163934,
34630,2021Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,226,620,2.743362832,,207,731,3.531400966,
34631,2021Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,233,802,3.442060086,,211,939,4.450236967,
34632,2021Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,253,518,2.04743083,,239,646,2.70292887,
34633,2021Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,267,519,1.943820225,,245,630,2.571428571,
34634,2022Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,242,595,2.458677686,,235,654,2.782978723,
34635,2022Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,258,813,3.151162791,,247,884,3.578947368,
34636,2022Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,3,,213,979,4.596244131,,200,799,3.995,
34637,2022Q4,p,S08000025,,R103H,,All Inpatients and Day cases,d,3,,203,688,3.389162562,,188,717,3.813829787,
34638,2017Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,669,1526,2.281016442,,592,2132,3.601351351,
34639,2018Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,669,1496,2.236173393,,594,1595,2.685185185,
34640,2018Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,637,1377,2.161695447,,567,1873,3.30335097,
34641,2018Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,623,1765,2.833065811,,572,2006,3.506993007,
34642,2018Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,734,1735,2.363760218,,629,1770,2.813990461,
34643,2019Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,721,1791,2.484049931,,646,2141,3.314241486,
34644,2019Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,739,1934,2.617050068,,649,2368,3.648690293,
34645,2019Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,780,1395,1.788461538,,741,1547,2.087719298,
34646,2019Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,789,1635,2.072243346,,740,1813,2.45,
34647,2020Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,723,1776,2.456431535,,679,1882,2.771723122,
34648,2020Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,503,1395,2.773359841,,457,1623,3.551422319,
34649,2020Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,684,1586,2.31871345,,642,1626,2.53271028,
34650,2020Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,766,1695,2.212793734,,726,1846,2.542699725,
34651,2021Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,742,1315,1.772237197,,684,1716,2.50877193,
34652,2021Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,778,1784,2.293059126,,713,1956,2.743338008,
34653,2021Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,791,1725,2.180783818,,734,2230,3.038147139,
34654,2021Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,819,1850,2.258852259,,768,1992,2.59375,
34655,2022Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,827,1840,2.224909311,,776,2381,3.068298969,
34656,2022Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,769,2111,2.745123537,,731,2621,3.585499316,
34657,2022Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,4,,723,1775,2.455048409,,677,2013,2.973412112,
34658,2022Q4,p,S08000025,,R103H,,All Inpatients and Day cases,d,4,,777,2041,2.626769627,,737,2171,2.945725916,
34659,2017Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,5,,5,109,21.8,,5,26,5.2,
34660,2018Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,5,,5,5,1,,5,236,47.2,
34661,2018Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,5,,5,0,0,,5,5,1,
34662,2018Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,5,,5,0,0,,5,0,0,
34663,2018Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,5,,5,0,0,,5,0,0,
34664,2019Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,5,,5,0,0,,5,0,0,
34665,2019Q2,,S08000025,,R103H,,All Inpatients and Day cases,d,5,,5,5,1,,5,21,4.2,
34666,2019Q3,,S08000025,,R103H,,All Inpatients and Day cases,d,5,,5,0,0,,5,0,0,
34667,2019Q4,,S08000025,,R103H,,All Inpatients and Day cases,d,5,,0,0,,z,0,0,,z
34668,2020Q1,,S08000025,,R103H,,All Inpatients and Day cases,d,5,,10,11,1.1,,10,11,1.1,
